AccX,AccY,AccZ,GyroX,GyroY,GyroZ
-1.6981420846196364,-0.5791717084984895,-0.7822171409320243,-0.5007745592762911,-0.32709726666387556,-0.8042910555261319
0.5299267118448149,0.6495237707199608,-0.04324787351908547,0.31389024873672805,-0.22456396075954077,0.026039734167150337
2.043598846585744,4.290407364658245,2.8581150698481093,2.437244004898941,2.2466489198254025,1.7771845029547002
2.0483143361020706,1.7590481165025076,0.6169787670383763,1.7922303439107072,1.6594855352326108,1.1639641921773691
-0.08544467003584308,-0.5216408164949501,-0.5066179469378549,-0.42002061329249324,-0.5694123060081042,1.5981851500092725
-0.22219386600932264,-0.8832635662314839,-0.5550749480796865,-0.5910289694934768,-0.6667388424719844,-0.8451068420494026
-0.2151206317348323,-0.7188895890785141,0.8047496464629753,-0.5503126942075284,-0.6563253035910754,-0.7044644933065665
-0.12081084140829469,-0.8380607225144173,0.5685217658965442,-0.5771175754374445,-0.008282768617584592,-0.742821497509158
-0.25048680310728394,-0.2586424530501982,-1.018445021498456,-0.28124597502621884,-0.5217503395916361,1.0365992679661997
-0.1608925022970732,-0.8544981202297143,-0.5581035106510515,-0.670765008595126,-0.6254852076745373,-0.6673368802643141
-0.21276288697666887,-0.6777960947902715,0.8683494604616302,-0.21067109786390817,-0.7925023504952702,-0.7612623649142501
-0.17268122608789038,-0.801076577654999,-0.6398747000778929,-0.6785689613582662,-0.7079924772694317,-0.7329863682264423
0.6454562049948235,0.8632099410188216,0.0173233779082044,0.21718909493260047,-0.10480826362908732,0.03292432466505143
-0.05007849866339149,-0.4189070807743439,1.1802914053121738,-0.26156644197134377,-0.47368785244897915,-0.6535676992685121
1.9681510143245136,1.882328599367235,2.331145182430685,-0.4980601409238945,3.5627600260818246,1.0933971395738835
0.09374393158457842,1.0399119664582641,-1.0275307092125492,-0.6578715214212423,-0.6751497777219495,1.0806114715063526
-0.07129820148686244,0.5632274327146514,-0.851874080073408,-0.3891441045339823,-0.6695424875553062,1.132491778472679
0.6478139497529869,0.16051118868987507,0.9168064616034622,-0.2656380694999386,-0.507331593448839,-0.43891600267323955
